"sample","campaignid","direction","broad.ascidians","broad.black.octocorals","broad.bryozoa","broad.consolidated","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.matrix","broad.octocoral.black","broad.seagrasses","broad.sponges","broad.stony.corals","broad.unconsolidated","broad.total.points.annotated","latitude","longitude","date","site","location","successful.count"
"DAW-DC-018","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,1,0,19,20,-34.0846816668688,123.999923333588,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-019","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9742260732266,124.083356822493,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-019","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9742260732266,124.083356822493,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-019","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.9742260732266,124.083356822493,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-019","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9742260732266,124.083356822493,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-021","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,11,0,0,9,0,0,0,20,-33.6103920616743,124.066309343328,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-021","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,7,0,0,13,0,0,0,20,-33.6103920616743,124.066309343328,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-021","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,10,0,0,10,0,0,0,20,-33.6103920616743,124.066309343328,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-021","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,5,0,0,9,0,0,0,14,-33.6103920616743,124.066309343328,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-022","2022-12_Daw_stereo-BOSS","E",0,1,1,0,0,0,0,0,0,0,1,0,17,20,-34.1459236099535,124.273256162217,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-022","2022-12_Daw_stereo-BOSS","N",0,0,4,0,0,0,0,0,0,0,0,0,16,20,-34.1459236099535,124.273256162217,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-022","2022-12_Daw_stereo-BOSS","S",0,0,1,0,0,2,0,2,0,0,0,0,17,20,-34.1459236099535,124.273256162217,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-022","2022-12_Daw_stereo-BOSS","W",0,0,3,0,0,2,1,2,0,0,0,0,14,20,-34.1459236099535,124.273256162217,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-023","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9558465231965,124.133444888476,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-023","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9558465231965,124.133444888476,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-023","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9558465231965,124.133444888476,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-023","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9558465231965,124.133444888476,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-026","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,20,0,0,0,0,0,0,20,-33.8266615129175,124.13368233746,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-026","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,19,0,0,0,0,0,1,20,-33.8266615129175,124.13368233746,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-026","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,19,0,0,0,0,0,1,20,-33.8266615129175,124.13368233746,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-026","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,19,0,0,0,0,0,1,20,-33.8266615129175,124.13368233746,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-029","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0582452152374,124.051373025454,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-029","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0582452152374,124.051373025454,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-029","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0582452152374,124.051373025454,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-029","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,21,21,-34.0582452152374,124.051373025454,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-030","2022-12_Daw_stereo-BOSS","E",0,0,1,0,0,0,1,0,0,0,0,0,18,20,-33.7975787326009,124.180921261771,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-030","2022-12_Daw_stereo-BOSS","N",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.7975787326009,124.180921261771,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-030","2022-12_Daw_stereo-BOSS","S",0,0,5,0,0,0,0,0,0,0,0,0,15,20,-33.7975787326009,124.180921261771,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-030","2022-12_Daw_stereo-BOSS","W",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.7975787326009,124.180921261771,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-032","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0326716670003,124.172026666648,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-032","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0326716670003,124.172026666648,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-032","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0326716670003,124.172026666648,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-032","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0326716670003,124.172026666648,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-034","2022-12_Daw_stereo-BOSS","E",0,0,2,0,0,1,1,1,0,0,0,0,16,20,-33.9374777937779,124.016249417071,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-034","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,4,0,4,0,0,1,0,15,20,-33.9374777937779,124.016249417071,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-034","2022-12_Daw_stereo-BOSS","S",0,0,2,0,0,0,0,0,0,0,0,0,18,20,-33.9374777937779,124.016249417071,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-034","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,9,0,9,0,0,0,0,11,20,-33.9374777937779,124.016249417071,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-037","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9244208424777,124.275965294264,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-037","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.9244208424777,124.275965294264,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-037","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9244208424777,124.275965294264,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-037","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9244208424777,124.275965294264,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-042","2022-12_Daw_stereo-BOSS","E",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.8957199997123,124.149933333463,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-042","2022-12_Daw_stereo-BOSS","N",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.8957199997123,124.149933333463,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-042","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8957199997123,124.149933333463,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-042","2022-12_Daw_stereo-BOSS","W",0,0,4,0,0,0,0,0,0,0,0,0,16,20,-33.8957199997123,124.149933333463,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-046","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0000907235716,124.24896606009,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-046","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-34.0000907235716,124.24896606009,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-046","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0000907235716,124.24896606009,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-046","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0000907235716,124.24896606009,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-048","2022-12_Daw_stereo-BOSS","E",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.7450516408913,124.150246761056,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-048","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.7450516408913,124.150246761056,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-048","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,2,0,0,0,0,0,18,20,-33.7450516408913,124.150246761056,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-048","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.7450516408913,124.150246761056,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-049","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,5,3,5,0,0,0,0,12,20,-33.639536987713,124.00063529696,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-049","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,8,0,0,0,0,0,7,15,-33.639536987713,124.00063529696,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-049","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,10,0,0,0,0,0,10,20,-33.639536987713,124.00063529696,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-049","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,7,0,0,0,0,0,3,10,-33.639536987713,124.00063529696,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-050","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,4,0,16,20,-34.1060977043246,124.255190903512,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-050","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,1,0,1,0,0,1,0,18,20,-34.1060977043246,124.255190903512,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-050","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,3,1,3,0,0,1,0,15,20,-34.1060977043246,124.255190903512,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-050","2022-12_Daw_stereo-BOSS","W",0,1,0,0,0,1,0,1,0,0,3,0,15,20,-34.1060977043246,124.255190903512,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-051","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9866683186781,124.198629905478,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-051","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9866683186781,124.198629905478,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-051","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9866683186781,124.198629905478,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-051","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,15,15,-33.9866683186781,124.198629905478,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-055","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,18,18,-33.7432269100767,124.083887395348,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-055","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.7432269100767,124.083887395348,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-055","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.7432269100767,124.083887395348,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-055","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.7432269100767,124.083887395348,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-057","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0166216667573,124.083529999714,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-057","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0166216667573,124.083529999714,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-057","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0166216667573,124.083529999714,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-057","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-34.0166216667573,124.083529999714,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-058","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8281436847517,124.200777295825,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-058","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,1,0,1,0,0,0,0,19,20,-33.8281436847517,124.200777295825,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-058","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,1,0,1,0,0,0,0,19,20,-33.8281436847517,124.200777295825,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-059","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.726266449664,124.034091898975,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-059","2022-12_Daw_stereo-BOSS","N",0,0,8,0,0,0,3,0,0,0,0,0,9,20,-33.726266449664,124.034091898975,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-059","2022-12_Daw_stereo-BOSS","S",0,0,12,0,0,0,0,0,0,0,0,0,7,19,-33.726266449664,124.034091898975,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-059","2022-12_Daw_stereo-BOSS","W",0,0,7,0,0,0,0,0,0,0,0,0,13,20,-33.726266449664,124.034091898975,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-060","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1934492782384,124.282734121489,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-060","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1934492782384,124.282734121489,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-060","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1934492782384,124.282734121489,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-060","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1934492782384,124.282734121489,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-061","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0659669971915,124.123556367677,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-061","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0659669971915,124.123556367677,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-061","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0659669971915,124.123556367677,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-061","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0659669971915,124.123556367677,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-062","2022-12_Daw_stereo-BOSS","E",0,0,4,0,0,0,0,0,0,0,0,0,15,19,-34.0594731384459,124.098459674545,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-062","2022-12_Daw_stereo-BOSS","N",0,0,2,0,0,0,0,0,0,0,0,0,18,20,-34.0594731384459,124.098459674545,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-062","2022-12_Daw_stereo-BOSS","S",0,0,5,0,0,0,0,0,0,0,0,0,13,18,-34.0594731384459,124.098459674545,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-062","2022-12_Daw_stereo-BOSS","W",0,0,6,1,0,0,0,0,0,0,0,0,13,20,-34.0594731384459,124.098459674545,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-063","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9644693437808,123.997533276842,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-063","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,21,21,-33.9644693437808,123.997533276842,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-063","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.9644693437808,123.997533276842,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-063","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9644693437808,123.997533276842,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-067","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1300654178246,124.107476713636,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-067","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,2,0,0,0,0,0,18,20,-34.1300654178246,124.107476713636,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-067","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1300654178246,124.107476713636,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-067","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1300654178246,124.107476713636,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-068","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9492182461536,124.244136786293,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-068","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9492182461536,124.244136786293,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-068","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9492182461536,124.244136786293,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-068","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9492182461536,124.244136786293,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-069","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8773029680771,124.083251325244,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-069","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8773029680771,124.083251325244,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-069","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,19,19,-33.8773029680771,124.083251325244,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-069","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8773029680771,124.083251325244,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-071","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,13,0,13,0,0,5,0,2,20,-33.8496644211383,124.202288272014,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-071","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,3,0,3,0,0,2,0,15,20,-33.8496644211383,124.202288272014,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-071","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,8,0,8,0,0,0,0,1,9,-33.8496644211383,124.202288272014,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-075","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,17,0,0,0,0,0,3,20,-33.6894610698313,124.083877782476,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-075","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,17,0,0,0,0,0,3,20,-33.6894610698313,124.083877782476,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-075","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,10,0,0,0,0,0,2,12,-33.6894610698313,124.083877782476,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-075","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,9,0,0,0,0,0,7,16,-33.6894610698313,124.083877782476,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-077","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0160895577636,124.275568826407,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-077","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0160895577636,124.275568826407,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-077","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0160895577636,124.275568826407,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-077","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0160895577636,124.275568826407,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-081","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,2,0,2,0,0,0,0,18,20,-34.1169085343576,124.253311635125,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-081","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,6,0,6,0,0,2,0,12,20,-34.1169085343576,124.253311635125,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-081","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1169085343576,124.253311635125,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-081","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,2,0,2,0,0,3,0,15,20,-34.1169085343576,124.253311635125,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-082","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9391741144698,124.174325272203,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-082","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9391741144698,124.174325272203,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-082","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9391741144698,124.174325272203,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-082","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.9391741144698,124.174325272203,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-084","2022-12_Daw_stereo-BOSS","E",0,0,2,0,0,0,0,0,0,0,0,0,18,20,-33.7729377834703,124.117584417076,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-084","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.7729377834703,124.117584417076,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-084","2022-12_Daw_stereo-BOSS","S",0,0,1,0,0,0,0,0,0,0,0,0,18,19,-33.7729377834703,124.117584417076,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-084","2022-12_Daw_stereo-BOSS","W",0,0,1,0,0,0,0,0,0,0,0,0,19,20,-33.7729377834703,124.117584417076,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-086","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.8994315431662,124.268776787613,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-086","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.8994315431662,124.268776787613,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-086","2022-12_Daw_stereo-BOSS","S",0,0,2,0,0,0,0,0,0,0,0,0,18,20,-33.8994315431662,124.268776787613,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-086","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.8994315431662,124.268776787613,"2022-12-06","Daw Island","Esperance",NA
"DAW-DC-087","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0330666663356,124.033160000174,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-087","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0330666663356,124.033160000174,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-087","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0330666663356,124.033160000174,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-087","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.0330666663356,124.033160000174,"2022-12-03","Daw Island","Esperance",NA
"DAW-DC-088","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,20,0,0,0,0,0,0,20,-33.7536498536582,124.172659183016,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-088","2022-12_Daw_stereo-BOSS","N",0,0,0,0,0,0,19,0,0,0,0,0,0,19,-33.7536498536582,124.172659183016,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-088","2022-12_Daw_stereo-BOSS","S",0,0,0,0,0,0,19,0,0,0,0,0,0,19,-33.7536498536582,124.172659183016,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-088","2022-12_Daw_stereo-BOSS","W",0,0,0,0,0,0,20,0,0,0,0,0,0,20,-33.7536498536582,124.172659183016,"2022-12-05","Daw Island","Esperance",NA
"DAW-DC-089","2022-12_Daw_stereo-BOSS","E",0,0,0,0,0,0,17,0,0,0,0,0,3,20,-33.6792438865999,124.016423301266,"2022-12-05","Daw Island","Esperance",NA
